100	100	100	100	100	86	92	100	100	88
100	100	100	100	100	87	83	80	80	79
17	100	25	60	20	52	69	13	13	77
100	90	85	100	99	69	71	44	44	88
100	100	100	100	100	93	92	100	100	89
97	97	100	100	92	76	55	73	73	75
80	100	90	60	20	63	63	30	30	82
97	98	100	100	90	79	47	40	40	70
92	100	100	100	100	94	79	93	93	92
100	100	100	100	95	76	79	82	82	75
97	70	85	100	40	82	83	55	55	53
100	100	100	85	100	94	82	88	88	90
